t_ms,e1,e2,e3,e4,e5,e6,e7
6.175000000000001,0.0002974121766025399,0.00036569212389248084,0.0002724627465616772,0.00020853322253821057,0.00022295106408105084,0.0002085332225382106,0.0002724627465616771
6.2,0.00029628102124429166,0.00036531344520155084,0.00027182359443787835,0.00020724781985302084,0.00022105845037133807,0.00020724781985302084,0.0002718235944378783
6.2250000000000005,0.0002951012747886856,0.00036488763985564746,0.0002711454214942357,0.00020592277307384407,0.0002191168838734044,0.0002059227730738441,0.0002711454214942357
6.25,0.00029387346060709825,0.00036441531368777735,0.00027042869292308455,0.0002045584853660739,0.00021712680354007142,0.00020455848536607397,0.00027042869292308455
6.275,0.00029259813950343434,0.00036389707563426634,0.00026967388955048823,0.00020315540200539214,0.00021508871765478174,0.00020315540200539217,0.0002696738895504882
6.300000000000001,0.00029127589040215697,0.0003633335238580674,0.00026888149465175174,0.0002017139931705629,0.00021300317998847803,0.0002017139931705629,0.0002688814946517517
6.325,0.00028990729702566063,0.00036272523713133746,0.00026805198526150454,0.0002002347417374644,0.00021087077243481603,0.0002002347417374644,0.0002680519852615046
6.3500000000000005,0.00028849293906451425,0.00036207277000939567,0.0002671858267866564,0.00019871813486117961,0.00020869209262316477,0.00019871813486117964,0.0002671858267866564
6.375,0.00028703338662501484,0.0003613766507066026,0.0002662834700014231,0.000197164658363197,0.00020646774528021127,0.000197164658363197,0.00026628347000142306
6.4,0.0002855291970643714,0.00036063738080720415,0.000265345349723391,0.0001955747931972646,0.00020419833640397236,0.00019557479319726466,0.00026534534972339093
6.425000000000001,0.00028398091356708366,0.0003598554362740622,0.0002643718846931561,0.00019394901343911138,0.00020188446953535945,0.00019394901343911138,0.0002643718846931561
6.45,0.00028238906492234975,0.00035903126924364767,0.00026336347824135707,0.0001922877853712617,0.00019952674357899083,0.00019228778537126173,0.000263363478241357
6.4750000000000005,0.00028075416611074937,0.00035816531031915625,0.0002623205194736765,0.0001905915673311329,0.0001971257517394777,0.00019059156733113296,0.0002623205194736765
6.5,0.0002790767194606652,0.00035725797111885296,0.0002612433847779439,0.00018886081009896033,0.00019468208125651,0.00018886081009896033,0.00026124338477794375
6.525,0.0002773572161163022,0.00035630964691527896,0.0002601324394885003,0.00018709595762670268,0.00019219631368738596,0.00018709595762670268,0.0002601324394885002
6.550000000000001,0.00027559613769191003,0.0003553207192635464,0.0002589880396173776,0.00018529744798526253,0.00018966902556696446,0.00018529744798526256,0.00025898803961737756
6.575,0.0002737939580159977,0.00035429155851682303,0.0002578105335704909,0.00018346571443688363,0.0001871007892992912,0.00018346571443688366,0.0002578105335704909
6.6000000000000005,0.00027195114484178845,0.0003532225262252453,0.00025660026380501354,0.0001816011865439686,0.00018449217417966317,0.0001816011865439686,0.0002566002638050135
6.625,0.0002700681615329234,0.0003521139773307706,0.00025535756839033025,0.0001797042912873944,0.00018184374747373251,0.00017970429128739447,0.0002553575683903302
6.65,0.000268145468637765,0.0003509662622059136,0.0002540827824607602,0.00017777545414247932,0.00017915607550866432,0.00017777545414247934,0.0002540827824607601
6.675000000000001,0.0002661835253662019,0.0003497797284836399,0.0002527762395450217,0.0001758151001019131,0.00017642972473510713,0.00017581510010191318,0.00025277623954502175
6.7,0.0002641827909396143,0.0003485547227194062,0.00025143827277564234,0.00017382365462089287,0.00017366526272243247,0.00017382365462089287,0.00025143827277564223
6.7250000000000005,0.00026214372581004407,0.00034729159184805126,0.00025006921596461274,0.00017180154448775373,0.00017086325910182506,0.00017180154448775373,0.00025006921596461274
6.75,0.000260066792760709,0.00034599068449807754,0.0002486694045723575,0.0001697491986075407,0.00016802428642054577,0.00016974919860754075,0.0002486694045723575
6.775,0.00025795245788504605,0.0003446523521281006,0.0002472391765557941,0.00016766704870354535,0.00016514892090566978,0.0001676670487035454,0.0002472391765557941
6.800000000000001,0.0002558011914391792,0.00034327695003065614,0.0002457788731129537,0.00016555552993583318,0.0001622377431555479,0.0001655555299358332,0.00024577887311295367
6.825,0.00025361346859064526,0.00034186483819665465,0.00024428883933098243,0.00016341508144285515,0.0001592913387403314,0.00016341508144285518,0.0002442888393309824
6.8500000000000005,0.00025138977006084986,0.00034041638205225833,0.0002427694247375086,0.00016124614680833516,0.00015631029872874164,0.00016124614680833524,0.0002427694247375085
